investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
Value,USD,1280000000,2.19,3,31-08-1992,126413,Medium,1.59
Growth,USD,231560000,,0,16-10-2005,131723,Medium,6.57
Value,USD,618940000,1.85,3,14-12-2017,150173,Large,9.03
Growth,USD,83440000,0.02,3,13-07-2015,138212,Small,14.62
Value,USD,767490000,4.65,,29-04-2014,84761,Small,7.83
Value,USD,1040000000,4.76,3,30-04-1998,130661,Large,6.88
Value,USD,1110000000,1.72,4,04-06-2017,138329,Large,12.5
Growth,USD,8180000,0.1,0,06-03-2018,244799,Medium,15.33
Growth,USD,41650000,1.12,,15-12-2015,73574,Medium,9.64
Blend,USD,1020000000,1.64,,26-11-2000,200780,Large,9.94
Value,USD,496790000,5.39,,02-05-2004,121625,Small,7.74
Blend,USD,58790000,2.23,2,01-03-2015,229103,Large,7.51
Value,USD,147830000,3.73,,02-04-2013,92654,Small,3.47
Blend,USD,813760000,1.52,2,30-08-2005,123812,Large,8.12
Blend,USD,4170000000,2.01,1,29-09-2009,236330,Large,9.73
Blend,USD,21560000,1.66,,14-09-2015,48392,Large,10.55
Value,USD,968930000,1.49,2,04-12-2002,40391,Medium,0.38
Growth,USD,1450000000,0,4,27-02-2013,177119,Medium,19.27
Value,USD,2040000000,3.09,2,28-02-2007,129959,Large,10.37
Growth,USD,419690000,6.2,4,11-05-2011,71963,Small,3.84
Growth,USD,2370000000,2.65,3,14-07-1996,147563,Medium,3.31
,USD,958920000,4.76,5,04-06-2017,109223,,4
Value,USD,1090000000,1.33,,10-05-2007,121544,Large,10.78
Growth,USD,9060000000,0.99,2,14-09-1994,32921,Large,21.71
Blend,USD,21110000,0.32,,29-11-2015,47564,Medium,10.94
Blend,USD,43080000,1.69,2,02-11-2016,245366,Large,5.13
Growth,USD,3660000000,0,,03-08-2008,144854,Medium,15.08
Blend,USD,819780000,4.7,5,27-02-2014,133253,Small,3.96
Growth,USD,375140000,1.64,2,31-05-2004,197027,Large,14.71
Blend,USD,3690000000,1.23,4,30-05-1929,216278,Large,13.6
Growth,USD,2340000000,2,5,29-09-2009,237086,Medium,17.23
Growth,USD,1100000000,2.57,3,15-09-1987,78209,Medium,-1.47
Blend,USD,183980000,2.08,2,30-01-2003,35765,Large,12.31
Blend,USD,541290000,2.87,2,28-11-1995,70235,Medium,2.76
Blend,USD,172140000,2.18,2,26-07-1998,103085,Medium,15.43
Growth,USD,413770000,0,3,30-03-2000,249155,Large,20.11
Growth,USD,1310000000,0.08,3,29-09-2005,224585,Small,14.38
Growth,USD,515020000,0,4,11-12-2006,84302,Medium,19.11
Blend,USD,89610000,0.92,0,01-11-2017,212723,Large,2.64
Blend,USD,828640000,1.18,1,24-11-2002,148094,Large,1.8
Value,USD,1160000000,0.49,3,10-12-2017,201950,Large,11.59
Growth,USD,2860000000,0,3,31-05-2010,243809,Medium,17.84
Value,USD,,,3,13-09-2012,58364,Medium,
Blend,USD,1020000000,1.92,4,31-05-2011,81278,Large,11.9
Growth,USD,1090000000,1.1,4,18-04-2007,87623,Large,14.17
Growth,USD,28440000000,1.56,5,30-04-2006,156797,Large,12.18
,USD,508810000,3.06,3,30-12-2009,193364,,3.17
Blend,USD,27350000,1.3,2,31-10-2004,192329,Large,9.31
Blend,USD,74730000,2.27,3,30-01-2011,167615,Large,7.73
Growth,USD,419690000,6.44,,07-12-2010,74591,Small,3.93
Blend,USD,49690000,1.55,3,29-06-2010,145862,Large,11.58
Growth,USD,911230000,0,,04-04-2005,176651,Large,-0.27
Blend,USD,214840000,1.96,3,28-08-2007,175589,Large,11.51
Growth,USD,283290000,3.24,5,03-05-1987,80585,Medium,2.73
Growth,USD,28450000,1.21,2,28-12-2010,28376,Large,10.34
Growth,USD,220490000,2.12,4,31-05-1987,187370,Medium,3.5
Growth,USD,19930000,0,2,05-05-2004,121373,Large,18.78
Growth,USD,3310000000,3.38,4,31-10-2006,102383,Medium,2.96
Growth,USD,1680000000,0.76,,11-04-2013,233306,Large,15.4
Value,USD,36120000,0.44,1,07-02-2012,143090,Medium,11.17
Blend,USD,749090000,2.36,4,29-10-2006,132479,Large,12.29
Blend,USD,,,,30-01-2006,134576,Large,
Growth,USD,839340000,0,2,30-03-2008,146438,Small,12.31
Value,USD,746400000,3.2,3,30-05-1994,139229,Large,9.67
Value,USD,34300000000,1.54,3,03-11-1999,176534,Large,8.98
Growth,USD,1130000000,0,3,01-05-2007,79937,Small,15.9
Blend,USD,64090000,1.89,2,01-08-2010,209258,Large,8.57
Blend,USD,52560000,1.94,0,28-09-2017,100952,Medium,21.3
Growth,USD,95410000000,2.26,3,16-09-2002,63071,Large,12.19
Growth,USD,2030000000,0,2,28-07-2004,159857,Medium,15.45
Blend,USD,9250000,1.78,3,20-12-2015,247427,Large,5.45
,USD,4110000000,2.52,1,28-09-2006,183932,,12.53
Blend,USD,1300000000,1.02,3,10-11-1998,245285,Medium,-5.25
Growth,USD,25280000,1.46,3,30-03-2010,194795,Large,13.01
Value,USD,78700000,0.09,2,09-12-2004,64115,Large,10.89
Blend,USD,18200000,1.03,,26-09-2010,51353,Large,16.01
Value,USD,1160000000,5.57,3,23-09-2012,115262,Small,7.28
Growth,USD,68540000,2.15,,29-06-2011,87371,Small,3
Growth,USD,177770000,5.56,0,29-06-2015,141812,Small,7.5
Blend,USD,893920000,2.66,,30-04-2015,167228,Small,11.62
Growth,USD,347280000,2.43,,19-12-2012,67058,Large,11.79
Value,USD,98640000,0.14,2,03-03-2002,238976,Small,12.28
Blend,USD,583240000,2.91,4,28-07-2016,204695,Medium,5.16
,USD,5920000,0,0,08-01-2006,222965,,-7.63
Growth,USD,1680000000,0,4,06-07-2008,38438,Large,20.43
Blend,USD,481300000,1.67,,30-03-2010,221921,Medium,2.39
Blend,USD,1550000000,0.2,3,01-08-1999,240920,Small,13.95
Value,USD,264390000,5.47,3,01-10-2017,32417,Small,6.53
Blend,USD,15880000000,5.25,4,06-04-2008,45926,Large,6.97
Blend,USD,107630000,2.31,1,31-10-2004,196757,Large,4.35
Value,USD,305650000,2.36,,17-10-2010,241514,Medium,1.57
Growth,USD,2300000000,0,3,02-10-2008,39419,Large,17.65
Blend,USD,1450000000,2.83,4,28-12-1986,34397,Medium,2.72
Blend,USD,8810000,1.35,,03-09-2012,204704,Large,6.31
Blend,USD,58000000,5.33,4,30-08-2015,228887,Small,6.94
Blend,USD,88780000,1.5,2,28-12-2011,42254,Large,13.77
Blend,USD,58430000,0.79,4,14-12-2011,137861,Large,12.35
Value,USD,1750000000,5.82,4,21-12-2011,192878,Large,5.55
Blend,USD,288030000,0,2,31-10-1994,167723,Small,14.24
Value,USD,221290000,2.64,2,06-04-2014,64718,Small,3.22
Growth,USD,5010000000,0.31,,16-12-2015,193580,Large,15.78
Value,USD,284660000,1.87,,28-07-1985,93419,Large,8.83
Growth,USD,555700000,0,2,30-06-2010,69605,Small,14.73
Growth,USD,793790000,0,3,27-09-2007,142919,Medium,19.76
Blend,USD,2680000000,1.95,4,01-10-2009,85949,Large,11.93
Value,USD,5870000000,3.09,,03-03-2009,65123,Medium,1.7
Value,USD,29800000000,1.97,5,20-05-1998,244547,Medium,13.32
Value,USD,16450000000,2.49,0,16-10-2016,148031,Large,0.89
Value,USD,57380000,1.96,1,24-06-1993,35099,Medium,2.28
Growth,USD,51000000,0,,29-09-2010,210473,Large,15.67
Blend,USD,2080000000,2.77,3,07-08-2012,181043,Medium,2.77
Value,USD,2420000000,0,5,25-05-2011,170270,Small,14.72
Blend,USD,17710000,1.86,3,29-08-2007,78695,Large,4.47
Growth,USD,308460000,0.4,4,30-12-2004,154700,Large,16.71
Value,USD,14910000000,1.35,3,01-01-1997,137762,Large,9.32
,USD,17260000,0,1,29-02-1996,35162,,15.54
Value,USD,1940000000,0.75,3,04-02-2008,84221,Large,12.25
Growth,USD,7020000000,0.39,3,31-10-2005,132695,Large,13.01
Value,USD,818520000,0,3,01-04-2001,119915,Medium,12.69
Blend,USD,59400000,0.98,4,29-06-1978,229679,Large,5.85
Blend,USD,27190000000,2,4,06-06-2017,81728,Large,8.65
Blend,USD,28090000,1.98,3,26-12-2013,48932,Large,9.41
Blend,USD,23770000,2.04,,30-12-2009,151307,Large,5.61
Growth,USD,184150000,0,4,30-05-2006,28475,Large,17.66
Growth,USD,5610000,0.1,4,28-02-2016,189242,Large,13.25
Blend,USD,154600000,1.98,2,31-03-2013,122084,Large,14.83
Growth,USD,30670000,0,3,08-04-1998,183968,Small,22.11
Growth,USD,1100000000,0,3,12-11-2009,227384,Large,17.26
Value,USD,76330000,2.43,,02-07-1996,142154,Large,13.7
Blend,USD,59730000,2.32,4,30-10-2016,121517,Large,4.88
Blend,USD,2140000000,0.65,4,26-05-2003,85049,Small,8.41
Blend,USD,31950000,6.67,2,30-03-2014,175841,Large,10.94
Growth,USD,28480000,2.5,,27-05-2015,183446,Medium,4.69
Growth,USD,13060000000,0.29,4,18-12-2014,141254,Large,15.74
Growth,USD,2860000000,1.11,3,08-05-1991,44243,Large,14.21
Blend,USD,1440000000,0.37,1,07-03-2010,28916,Large,10.77
Growth,USD,1070000000,0,3,05-12-2000,195173,Medium,17.91
Value,USD,5450000000,2.47,3,16-12-2015,228338,Medium,1.31
Blend,USD,115680000,0.75,2,30-03-2016,192950,Medium,12.74
Value,USD,62370000,2.6,3,19-10-2014,62792,Medium,11.61
Blend,USD,412330000,1.76,3,28-09-2009,37241,Large,11.73
Growth,USD,7910000,0,3,29-12-2011,44207,Large,1.31
,USD,19410000,0.13,1,30-01-2007,115577,,4.87
Growth,USD,68070000000,1.47,4,26-06-2016,246329,Medium,15.99
Growth,USD,26300000,0.17,1,01-01-1990,180890,Large,19.47
,USD,696930000,2.44,2,28-02-2012,98153,,2.66
Growth,USD,94850000,0,,19-02-2004,213020,Large,16.02
,USD,57190000,4.91,4,13-01-2000,55583,,7.45
Blend,USD,4480000000,1.15,3,28-02-2002,216161,Large,8.51
Blend,USD,2990000000,1.07,5,08-07-2012,40706,Large,12.93
Growth,USD,8180000,0,0,06-03-2018,244772,Medium,15.23
Growth,USD,1410000000,1.33,2,31-08-1993,202256,Large,7.53
,USD,99080000,0.66,3,27-12-2012,127457,,1.24
Blend,USD,526680000,3.58,2,21-12-2006,111446,Medium,2.61
Blend,USD,387360000,2.99,4,02-03-2008,73691,Medium,3.1
Value,USD,51620000,3.28,3,25-02-2016,104876,Large,10.81
Value,USD,737580000,1.28,4,31-07-2008,208547,Large,9.12
Blend,USD,278120000,1.38,2,01-11-2012,142208,Large,11.68
Blend,USD,125170000,2.31,0,15-02-2018,160280,Large,7.13
Growth,USD,8590000,0,,30-04-2015,149732,Small,17.46
Blend,USD,302830000,2.36,,31-01-1993,158768,Medium,2.92
Blend,USD,100610000,4.69,4,31-01-2008,44027,Small,4.7
Blend,USD,67540000,2.71,,15-05-1995,222623,Medium,2.13
Growth,USD,2220000000,1.55,3,27-06-2005,194696,Large,12.6
Growth,USD,38350000000,1.27,5,26-01-2017,89864,Large,13.85
Growth,USD,1610000000,0.28,5,06-03-2017,236438,Large,17.93
Value,USD,7790000,0,0,06-03-2001,212876,Medium,-14.65
Value,USD,2400000000,1.22,4,30-04-2013,91043,Small,11.09
,USD,1880000000,4.44,4,26-12-2006,144566,,5.04
Value,USD,147830000,3.36,2,02-04-2013,92636,Small,3.38
Blend,USD,11670000,2.61,2,28-06-2004,101834,Large,9.64
Blend,USD,153480000,4.23,3,30-12-1993,130562,Small,3.37
Value,USD,49590000,1.01,0,26-12-2017,67742,Medium,-2.99
Growth,USD,198290000,0,2,14-09-2015,49220,Large,14.36
Blend,USD,1280000000,1.32,4,04-08-2014,81521,Large,11.47
Blend,USD,17570000000,2.31,3,08-10-2008,247526,Large,12.37
Growth,USD,70840000,1,0,08-03-2017,88316,Small,14.59
Blend,USD,219060000,5.64,5,08-07-2015,200186,Small,4.56
Growth,USD,4930000000,2.09,5,27-06-2002,155447,Large,12.36
Growth,USD,332650000,2.26,2,09-02-2014,171809,Medium,2.94
Growth,USD,726620000,0,3,29-08-2002,218231,Medium,22.65
Blend,USD,1180000000,2.96,3,29-11-2000,181943,Medium,3.04
Value,USD,33630000,4.91,3,01-07-2012,62540,Large,13.98
Blend,USD,292830000,2.71,,03-04-2017,58706,Large,6.85
,USD,65360000,4.28,2,27-06-2013,252584,,4.65
Value,USD,1010000000,2.2,,25-01-2010,40868,Medium,2.89
Blend,USD,5810000000,1.94,3,01-04-2007,119402,Large,10.04
Value,USD,532250000,2.23,3,22-12-2008,181493,Medium,1.88
Growth,USD,11260000000,3.81,3,05-10-2011,242171,Medium,6.39
Value,USD,3520000,1.15,,09-02-2011,239102,Large,14.03
Growth,USD,20840000,1.52,,15-02-2018,159812,Large,12.38
Value,USD,2050000000,3.32,,26-12-2005,75545,Large,10.43
Value,USD,1270000000,2.22,4,05-08-1990,222209,Medium,2.14
Blend,USD,38890000,2.05,2,29-04-2010,63341,Large,7.32
Growth,USD,383610000,0,5,29-02-2016,112715,Medium,24.4
Blend,USD,467230000,2.32,5,28-09-2005,157823,Large,12.56
Blend,USD,52560000,2.43,,28-09-2017,100979,Medium,21.27
Blend,USD,370550000,0.16,1,03-04-2005,155483,Large,11.87
Value,USD,119950000,5.24,1,29-04-2014,103553,Small,3.69
Blend,USD,251860000,2.42,3,18-10-1995,94499,Large,2.08
Value,USD,1830000000,1.03,,28-09-2014,127781,Large,7.55
Growth,USD,4920000000,0,4,27-02-2017,110249,Large,21.02
Blend,USD,598180000,2.47,,09-01-2014,138968,Large,11.09
Blend,USD,644880000,0.59,2,25-03-2013,202985,Small,12.13
Blend,USD,838650000,3.03,4,27-07-2003,233495,Medium,3.17
Blend,USD,446790000,0,1,17-05-2009,201626,Medium,10.22
Growth,USD,260420000,0,3,18-01-2007,207827,Medium,25.35
Growth,USD,2100000000,0,4,02-11-1997,80612,Large,14.71
Value,USD,3430000000,5.67,3,21-12-2006,109610,Medium,4
Value,USD,205240000,3.61,5,30-12-2013,64169,Medium,2.45
Growth,USD,661590000,0,,02-11-2003,232244,Large,18.03
Blend,USD,1670000000,1.84,3,15-01-2007,183104,Large,6.7
Blend,USD,26140000,0.97,2,28-02-2016,109016,Medium,13.24
Blend,USD,21370000,0,0,18-05-2000,214541,Large,-22.57
Blend,USD,6260000000,2.42,4,14-05-2006,222011,Large,11.25
Value,USD,10610000,,,29-11-2015,50939,Large,4.67
Blend,USD,810080000,0,,17-05-2009,200627,Medium,10.29
Growth,USD,57120000,0.51,4,25-06-2006,36602,Large,10.89
Blend,USD,956210000,3.57,,02-10-2008,39635,Large,11.67
Blend,USD,2590000000,2.84,,11-05-2006,28745,Medium,3.25
Value,USD,11830000,0,4,15-03-2005,233090,Large,6.51
Value,USD,330670000,5.82,,29-09-1998,107261,Medium,7.21
Value,USD,25970000,0,2,30-06-2010,132848,Small,16.21
Value,USD,741430000,4.98,4,01-06-2014,129671,Small,4.72
,USD,37880000,4.35,4,10-02-2008,138743,,5
Value,USD,1410000000,4.28,,28-02-2016,167282,Small,3.98
Blend,USD,2890000000,1.95,2,02-02-2014,70712,Large,9.48
Value,USD,40320000,4.28,,25-07-2013,29294,Large,7.43
Growth,USD,245450000,0,4,17-11-2013,67760,Small,19.98
Value,USD,414640000,4.37,3,19-01-1998,74132,Medium,7.74
Value,USD,60290000,0.71,3,27-02-2011,162944,Small,11.8
,USD,166990000,7.57,3,09-01-2014,90512,,6.23
Value,USD,167590000,2.28,4,01-08-1994,65042,Large,10.83
,USD,10830000,0,0,20-09-2017,194984,,-2.39
Value,USD,867010000,3.87,4,27-07-2011,54458,Large,10.97
Blend,USD,957400000,0.56,4,02-11-2008,132893,Small,12.71
Value,USD,207830000,1.89,2,14-09-2009,173096,Large,9.82
Blend,USD,504860000,1.44,3,02-11-2008,84131,Large,14.45
Value,USD,1620000000,0.72,2,02-01-1995,220427,Large,12.13
Blend,USD,1960000000,2.68,4,04-05-1998,200375,Medium,16.15
,USD,33220000,1.69,4,10-01-2008,249704,,10.96
Blend,USD,53920000,0.93,4,29-10-2015,57914,Medium,16.31
Value,USD,66390000,2.84,4,18-11-2012,52298,Medium,-0.67
Blend,USD,28100000000,0.24,2,02-01-2003,162656,Large,7.36
,USD,94880000,2.35,,26-02-2015,138149,,1.43
Value,USD,852980000,2.8,2,27-08-2015,84554,Large,6.71
Blend,USD,920800000,3.5,2,25-07-1999,188171,Medium,3.36
Value,USD,576930000,2.58,4,04-06-2015,195497,Large,8
Value,USD,13600000,2.05,,30-01-2017,56177,Large,12.51
Growth,USD,113750000,0,3,20-12-2015,125504,Large,20.09
Growth,USD,95410000000,1.27,3,21-02-2002,63053,Large,11.92
Blend,USD,81260000,0.55,0,17-12-2017,36368,Large,15.34
,USD,69380000,0.1,3,30-04-2007,113633,,2.41
Blend,USD,98290000,0,2,05-10-2011,46934,Large,9.58
Blend,USD,7190000,2.41,0,21-08-2016,106028,Large,9.78
Blend,USD,220670000,2.65,,29-09-2014,224162,Large,6.39
Growth,USD,78290000,0.27,,30-10-2013,120383,Medium,19.2
Blend,USD,3430000000,2.36,4,30-05-2011,143234,Large,8.55
Blend,USD,1680000000,2.32,2,31-07-2002,89936,Large,3.06
Blend,USD,819090000,1.71,1,28-02-2010,45116,Large,1.83
Value,USD,1430000000,1.4,2,17-05-2012,210365,Large,1.32
,USD,419650000,1.45,0,19-05-2016,101042,,-1.56
,USD,31860000,2.79,3,30-05-2012,183374,,3.38
Growth,USD,10140000,0,0,02-11-2010,168902,Medium,6.17
Value,USD,2120000000,0.85,,29-06-2015,144521,Medium,13.41
Blend,USD,20040000,0,2,17-09-2015,141848,Large,15.75
Growth,USD,219060000,0,3,20-09-1988,26711,Medium,19.16
Blend,USD,403780000,1.65,2,29-02-2012,132515,Large,12.15
Blend,USD,47770000,2.24,,29-10-2015,53657,Large,23.31
Growth,USD,3090000000,0,4,30-12-1997,44405,Large,17.03
Growth,USD,2410000000,0.69,5,31-03-2005,162458,Large,14.6
Growth,USD,294630000,0,3,28-12-2000,225926,Large,9.09
Growth,USD,8910000000,1.12,5,26-01-2017,67256,Large,11.43
Growth,USD,12980000,0.54,,30-03-2017,38240,Large,16.7
Value,USD,984420000,3.5,,29-11-2012,225836,Small,3.24
Value,USD,1100000000,0.85,4,01-05-2006,41174,Large,8.21
Blend,USD,21670000,0,,17-12-2008,187298,Large,9.2
Value,USD,5800000000,1.98,3,27-02-2017,26558,Large,13.53
Value,USD,5180000000,2.41,5,30-09-1992,232235,Medium,2
Blend,USD,1770000000,3.23,1,29-06-2010,105038,Small,3.51
Blend,USD,59790000,2.16,,30-12-2014,184040,Large,10.19
Growth,USD,3730000000,0,3,29-06-2011,142757,Large,20.54
Value,USD,4930000,2.08,3,14-09-2015,48572,Large,10.37
Growth,USD,1520000000,4.48,3,10-02-2015,243665,Small,5.6
Value,USD,399430000,0.76,3,30-04-2007,211985,Medium,16.75
Blend,USD,20730000,2.65,0,17-12-2017,207665,Large,2.44
Value,USD,1110000000,1.44,4,30-09-2003,138302,Large,12.4
Blend,USD,104440000,1.98,4,01-11-2012,142298,Large,12.85
Blend,USD,232790000,3.09,,01-08-2010,240578,Medium,2.4
Growth,USD,5430000000,0.52,4,30-03-2006,233099,Large,17.62
Blend,USD,395310000,1.79,,29-06-2017,98873,Large,2.23
,USD,303550000,2.4,,11-05-2009,211274,,0.96
Growth,USD,47270000,0,3,02-11-2014,133091,Medium,3.99
Blend,USD,203050000,0.43,3,31-01-2000,225665,Small,11.77
Blend,USD,183840000,2.88,4,31-03-2014,159740,Large,11.36
Blend,USD,117590000,1.18,3,31-03-2014,158777,Large,8.16
Blend,USD,882380000,1.29,3,30-12-2014,189926,Medium,12.26
Blend,USD,22900000,4.78,3,29-09-2013,64601,Small,6.44
,USD,78320000,0.86,0,18-04-2016,202211,,0.56
Blend,USD,419750000,2.07,,19-03-2015,36224,Large,5.16
Growth,USD,33460000,0.1,2,03-10-2011,75995,Medium,10.66
Blend,USD,13800000,5.72,2,17-07-2012,209609,Large,9.72
Blend,USD,383700000,1.4,4,30-10-2016,46808,Large,3.77
Blend,USD,135970000,2.41,0,27-04-2016,166967,Large,11.46
Blend,USD,367210000,0.02,,28-09-1989,96218,Large,10.73
Value,USD,77430000,5.44,4,22-08-2013,179684,Small,5.15
Blend,USD,246610000,2.21,3,19-11-1995,226538,Large,6.45
Value,USD,1390000000,1.86,2,27-02-2008,128312,Large,9.01
Growth,USD,15290000000,0,4,31-10-2004,193274,Medium,19.08
Growth,USD,1690000000,0,2,12-10-2003,57689,Medium,18.29
Value,USD,45880000000,3.25,,14-07-1996,141668,Medium,1.77
Growth,USD,59490000,2.46,2,30-11-1993,148787,Small,10.55
Value,USD,131500000,0.75,2,29-06-2003,252683,Large,2.91
Growth,USD,150730000,4.05,3,24-09-2003,181871,Medium,5.72
Value,USD,1930000000,3.67,4,02-02-2012,188108,Small,3.87
Growth,USD,14150000000,0,5,27-02-2006,72908,Large,16.27
Value,USD,397900000,3.7,3,17-11-1998,181898,Large,10.72
Growth,USD,68490000,0,3,14-09-2008,66221,Large,14.2
Blend,USD,231260000,1.29,3,08-07-1999,40985,Large,9.16
Blend,USD,2950000000,3.46,3,25-01-2010,27701,Small,3.77
Blend,USD,380460000,2.04,2,30-12-1996,89756,Large,16.91
Blend,USD,9100000,2.12,0,12-12-2016,184301,Large,11.28
Blend,USD,10720000,1.89,5,31-07-2014,223199,Medium,18.35
Growth,USD,2580000000,0.17,4,30-09-1996,55673,Medium,21.94
Blend,USD,1120000000,2.56,,10-07-2001,156005,Medium,3.1
Blend,USD,1290000000,1.05,5,07-11-1999,249794,Large,9.4
Blend,USD,159600000,0,3,20-10-1994,151154,Large,5.07
Value,USD,40890000,0,2,29-12-2005,55826,Large,15.43
Blend,USD,64200000,0,1,13-10-2008,83294,Medium,6.13
Blend,USD,4630000,1.01,3,30-07-2015,98909,Large,12.62
Blend,USD,19670000000,0.61,3,31-01-2007,203444,Large,7.5
Blend,USD,370740000,2.92,3,05-07-2017,228203,Medium,2.59
Blend,USD,819240,2.3,0,28-12-2017,191132,Large,6.18
,USD,124890000,1.64,3,30-08-2006,182618,,0.97
Blend,USD,1440000000,1.59,2,07-03-2010,35261,Large,11.15
Blend,USD,358320000,1.42,2,07-06-2012,239903,Large,9.26
Blend,USD,27290000,2.04,,01-03-2015,228842,Large,11.98
Blend,USD,28470000,2.54,0,12-12-2016,184067,Large,10.25
Blend,USD,2170000000,4.32,5,29-06-2015,140147,Small,4.86
Blend,USD,37380000,7.45,1,07-05-2000,213416,Large,15.09
,USD,34010000,1.94,,23-10-2016,113732,,3.21
Growth,USD,13700000,0,2,03-09-2001,155123,Medium,14.23
Growth,USD,194720000,0,4,31-03-1996,152477,Small,10.62
Blend,USD,943130000,1.41,5,16-03-2017,115991,Large,5.26
Value,USD,33490000,2.04,3,22-04-2013,93617,Medium,2.04
Blend,USD,2030000000,2.41,3,01-03-2007,60326,Large,1.79
Blend,USD,176630000,2.16,2,29-12-2011,101699,Large,11.33
Blend,USD,3740000,2.29,3,30-12-2014,197072,Large,7.92
Growth,USD,791960000,6.24,0,28-07-2016,71738,Small,4.69
Growth,USD,64210000,0.04,2,29-06-2016,138113,Large,14.72
Blend,USD,383400000,0,,29-12-2008,170558,Large,0.08
Value,USD,158310000,2.12,4,30-05-2011,109178,Large,9.2
Growth,USD,764120000,2.3,,27-06-2005,185282,Large,6.38
Blend,USD,4070000000,2.32,2,10-06-2001,221723,Medium,2.87
Blend,USD,6360000,4.26,0,18-04-2017,140894,Medium,4.59
Blend,USD,247270000,0.49,3,02-09-2002,226619,Large,4.87
Growth,USD,206590000,1.89,3,27-10-2013,129734,Medium,1.7
Growth,USD,2670000000,0,2,07-11-2012,53477,Large,21.35
Value,USD,5730000,0,0,15-04-2007,213659,Medium,-5.42
Blend,USD,1860000000,3.84,3,29-11-2011,46907,Medium,15.29
Growth,USD,4510000000,0.1,,28-12-1998,63953,Small,14.58
Growth,USD,51920000,0,,17-12-2008,187127,Large,11.37
Blend,USD,557200,1.71,0,28-12-2017,190943,Large,11.98
Blend,USD,1060000000,0.49,4,31-05-2004,191312,Small,13.14
Growth,USD,113750000,0.58,,20-12-2015,125495,Large,20.28
Blend,USD,6480000000,2.45,3,01-04-2009,243440,Small,10.43
Growth,USD,419690000,5.46,4,11-05-2011,71972,Small,3.66
Blend,USD,1380000000,2.58,5,29-08-2013,139895,Small,4.74
,USD,69220000,0,3,31-03-2014,220769,,-0.36
Blend,USD,18410000000,1.67,3,28-08-2014,206999,Large,8.42
Value,USD,333540000,2.14,,14-06-2015,217340,Small,2.32
Growth,USD,64520000,0,5,30-10-2013,222659,Medium,2.19
Blend,USD,1690000,2.71,0,12-12-2016,184445,Large,12.07
Value,USD,563570000,3.52,3,04-06-2006,100394,Large,10.71
Value,USD,1110000000,3.71,3,05-04-2010,67391,Small,5.04
Growth,USD,3670000000,1.51,4,29-05-2008,119132,Large,14.02
Value,USD,6350000000,2.62,5,30-09-1997,198908,Small,2.65
,USD,1620000000,4.77,3,30-07-2015,104165,,8.31
Growth,USD,1130000000,3.29,3,07-11-2012,59867,Small,5.7
,USD,881440000,1.49,0,19-03-2017,67796,,2.45
Growth,USD,213510000,0,3,14-08-2016,233729,Large,18.24
Blend,USD,30640000,2.5,2,20-08-2014,168542,Large,6.43
Blend,USD,247820000,1.4,,05-07-2009,129491,Large,9.78
Blend,USD,71410000,2.27,,29-03-2016,134909,Large,12.29
Value,USD,32980000,4.81,3,28-12-2008,37394,Medium,7.73
Value,USD,67850000,0,,02-03-1995,213794,Medium,-4.39
Growth,USD,1440000000,0,,12-09-2013,151388,Large,25.35
Value,USD,627000000,1.81,4,01-12-2013,144296,Small,1.82
Value,USD,287730000,4.93,5,15-09-2013,50624,Small,3.68
,USD,381660000,2.21,3,29-11-2012,229184,,1.27
,USD,455460000,3.07,4,30-07-2015,99278,,2.15
Blend,USD,7270000,0.13,3,29-11-2015,249272,Large,8.99
Value,USD,137470000,2.32,3,18-12-2000,64790,Large,10.59
Growth,USD,1680000000,0,3,04-02-2002,204821,Large,20.14
Growth,USD,311360000,0,5,28-05-2001,220904,Large,9.98
Growth,USD,273240000,0.98,3,25-06-2000,41669,Large,13.23
Growth,USD,1150000000,1.61,3,30-12-2003,194093,Large,9.68
Growth,USD,1.2369E+11,2.91,5,30-05-2013,247139,Medium,3.04
Blend,USD,54230000,0,,18-06-2000,206081,Medium,25.19
Blend,USD,248810000,3.15,4,08-01-1992,87137,Medium,2.31
